Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,All_Symptoms
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,itching _vomiting _fatigue _weight_loss _high_fever _yellowish_skin _dark_urine _abdominal_pain
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,_chills _vomiting _high_fever _sweating _headache _nausea _diarrhoea _muscle_pain
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,itching _skin_rash _fatigue _lethargy _high_fever _headache _loss_of_appetite _mild_fever _swelled_lymph_nodes _malaise _red_spots_over_body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,_skin_rash _chills _joint_pain _vomiting _fatigue _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,itching _fatigue _lethargy _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,_joint_pain _vomiting _fatigue _high_fever _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes _acute_liver_failure _coma _stomach_bleeding
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,_vomiting _yellowish_skin _abdominal_pain _swelling_of_stomach _distention_of_abdomen _history_of_alcohol_consumption _fluid_overload
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,_chills _vomiting _fatigue _weight_loss _cough _high_fever _breathlessness _sweating _loss_of_appetite _mild_fever _yellowing_of_eyes _swelled_lymph_nodes _malaise _phlegm _chest_pain _blood_in_sputum
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,_continuous_sneezing _chills _fatigue _cough _high_fever _headache _swelled_lymph_nodes _malaise _phlegm _throat_irritation _redness_of_eyes _sinus_pressure _runny_nose _congestion _chest_pain _loss_of_smell _muscle_pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,_chills _fatigue _cough _high_fever _breathlessness _sweating _malaise _phlegm _chest_pain _fast_heart_rate _rusty_sputum
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,_constipation _pain_during_bowel_movements _pain_in_anal_region _bloody_stool _irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,_vomiting _breathlessness _sweating _chest_pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,_fatigue _cramps _bruising _obesity _swollen_legs _swollen_blood_vessels _prominent_veins_on_calf
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,_fatigue _weight_gain _cold_hands_and_feets _mood_swings _lethargy _dizziness _puffy_face_and_eyes _enlarged_thyroid _brittle_nails _swollen_extremeties _depression _irritability _abnormal_menstruation
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,_fatigue _mood_swings _weight_loss _restlessness _sweating _diarrhoea _fast_heart_rate _excessive_hunger _muscle_weakness _irritability _abnormal_menstruation
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,_vomiting _fatigue _anxiety _sweating _headache _nausea _blurred_and_distorted_vision _excessive_hunger _drying_and_tingling_lips _slurred_speech _irritability _palpitations
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,_joint_pain _neck_pain _knee_pain _hip_joint_pain _swelling_joints _painful_walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,_muscle_weakness _stiff_neck _swelling_joints _movement_stiffness _painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,_vomiting _headache _nausea _spinning_movements _loss_of_balance _unsteadiness
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,_skin_rash _pus_filled_pimples _blackheads _scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,_burning_micturition _bladder_discomfort _foul_smell_of_urine _continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,_skin_rash _joint_pain _skin_peeling _silver_like_dusting _small_dents_in_nails _inflammatory_nails
Impetigo, skin_rash, high_fever, blister, red_sore_around_nose, yellow_crust_ooze,,,,,,,,,,,,,_skin_rash _high_fever _blister _red_sore_around_nose _yellow_crust_ooze
Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,,,,,,,,,,,,,,itching _skin_rash _nodal_skin_eruptions _dischromic__patches
Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,,,,,,,,,,,,,,_continuous_sneezing _shivering _chills _watering_from_eyes
GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting, cough, chest_pain,,,,,,,,,,,,_stomach_pain _acidity _ulcers_on_tongue _vomiting _cough _chest_pain
Chronic cholestasis,itching, vomiting, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,,,itching _vomiting _yellowish_skin _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition, spotting_ urination,,,,,,,,,,,,,itching _skin_rash _stomach_pain _burning_micturition _spotting__urination
Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases, internal_itching,,,,,,,,,,,,_vomiting _indigestion _loss_of_appetite _abdominal_pain _passage_of_gases _internal_itching
AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,,,,,,,,,,,,,,_muscle_wasting _patches_in_throat _high_fever _extra_marital_contacts
Diabetes , fatigue, weight_loss, restlessness, lethargy, irregular_sugar_level, blurred_and_distorted_vision, obesity, excessive_hunger, increased_appetite, polyuria,,,,,,,,_fatigue _weight_loss _restlessness _lethargy _irregular_sugar_level _blurred_and_distorted_vision _obesity _excessive_hunger _increased_appetite _polyuria
Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,,,,,,,,,,,,,,_vomiting _sunken_eyes _dehydration _diarrhoea
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history, mucoid_sputum,,,,,,,,,,,,_fatigue _cough _high_fever _breathlessness _family_history _mucoid_sputum
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration,,,,,,,,,,,,,_headache _chest_pain _dizziness _loss_of_balance _lack_of_concentration
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck, depression, irritability, visual_disturbances,,,,,,,,,_acidity _indigestion _headache _blurred_and_distorted_vision _excessive_hunger _stiff_neck _depression _irritability _visual_disturbances
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,,,,,,,,,,,,,_back_pain _weakness_in_limbs _neck_pain _dizziness _loss_of_balance
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,,,,,,,,,,,,,,_vomiting _headache _weakness_of_one_body_side _altered_sensorium
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever, yellowish_skin, dark_urine, abdominal_pain,,,,,,,,,,itching _vomiting _fatigue _weight_loss _high_fever _yellowish_skin _dark_urine _abdominal_pain
Malaria, chills, vomiting, high_fever, sweating, headache, nausea, diarrhoea, muscle_pain,,,,,,,,,,_chills _vomiting _high_fever _sweating _headache _nausea _diarrhoea _muscle_pain
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever, headache, loss_of_appetite, mild_fever, swelled_lymph_nodes, malaise, red_spots_over_body,,,,,,,itching _skin_rash _fatigue _lethargy _high_fever _headache _loss_of_appetite _mild_fever _swelled_lymph_nodes _malaise _red_spots_over_body
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue, high_fever, headache, nausea, loss_of_appetite, pain_behind_the_eyes, back_pain, malaise, muscle_pain, red_spots_over_body,,,,_skin_rash _chills _joint_pain _vomiting _fatigue _high_fever _headache _nausea _loss_of_appetite _pain_behind_the_eyes _back_pain _malaise _muscle_pain _red_spots_over_body
Typhoid, chills, vomiting, fatigue, high_fever, headache, nausea, constipation, abdominal_pain, diarrhoea, toxic_look_(typhos), belly_pain,,,,,,,_chills _vomiting _fatigue _high_fever _headache _nausea _constipation _abdominal_pain _diarrhoea _toxic_look_(typhos) _belly_pain
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, diarrhoea, mild_fever, yellowing_of_eyes, muscle_pain,,,,,,,_joint_pain _vomiting _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _diarrhoea _mild_fever _yellowing_of_eyes _muscle_pain
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections,,,,,,itching _fatigue _lethargy _yellowish_skin _dark_urine _loss_of_appetite _abdominal_pain _yellow_urine _yellowing_of_eyes _malaise _receiving_blood_transfusion _receiving_unsterile_injections
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history,,,,,,,,,,,,_fatigue _yellowish_skin _nausea _loss_of_appetite _yellowing_of_eyes _family_history
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes,,,,,,,,,_joint_pain _vomiting _fatigue _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes, acute_liver_failure, coma, stomach_bleeding,,,,,_joint_pain _vomiting _fatigue _high_fever _yellowish_skin _dark_urine _nausea _loss_of_appetite _abdominal_pain _yellowing_of_eyes _acute_liver_failure _coma _stomach_bleeding
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption, fluid_overload,,,,,,,,,,,_vomiting _yellowish_skin _abdominal_pain _swelling_of_stomach _distention_of_abdomen _history_of_alcohol_consumption _fluid_overload
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough, high_fever, breathlessness, sweating, loss_of_appetite, mild_fever, yellowing_of_eyes, swelled_lymph_nodes, malaise, phlegm, chest_pain, blood_in_sputum,,_chills _vomiting _fatigue _weight_loss _cough _high_fever _breathlessness _sweating _loss_of_appetite _mild_fever _yellowing_of_eyes _swelled_lymph_nodes _malaise _phlegm _chest_pain _blood_in_sputum
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever, headache, swelled_lymph_nodes, malaise, phlegm, throat_irritation, redness_of_eyes, sinus_pressure, runny_nose, congestion, chest_pain, loss_of_smell, muscle_pain,_continuous_sneezing _chills _fatigue _cough _high_fever _headache _swelled_lymph_nodes _malaise _phlegm _throat_irritation _redness_of_eyes _sinus_pressure _runny_nose _congestion _chest_pain _loss_of_smell _muscle_pain
Pneumonia, chills, fatigue, cough, high_fever, breathlessness, sweating, malaise, phlegm, chest_pain, fast_heart_rate, rusty_sputum,,,,,,,_chills _fatigue _cough _high_fever _breathlessness _sweating _malaise _phlegm _chest_pain _fast_heart_rate _rusty_sputum
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,,,,,,,,,,,,,_constipation _pain_during_bowel_movements _pain_in_anal_region _bloody_stool _irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,,,,,,,,,,,,,,_vomiting _breathlessness _sweating _chest_pain
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels, prominent_veins_on_calf,,,,,,,,,,,_fatigue _cramps _bruising _obesity _swollen_legs _swollen_blood_vessels _prominent_veins_on_calf
Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation,,,,,_fatigue _weight_gain _cold_hands_and_feets _mood_swings _lethargy _dizziness _puffy_face_and_eyes _enlarged_thyroid _brittle_nails _swollen_extremeties _depression _irritability _abnormal_menstruation
Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation,,,,,,,_fatigue _mood_swings _weight_loss _restlessness _sweating _diarrhoea _fast_heart_rate _excessive_hunger _muscle_weakness _irritability _abnormal_menstruation
Hypoglycemia, vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations,,,,,,_vomiting _fatigue _anxiety _sweating _headache _nausea _blurred_and_distorted_vision _excessive_hunger _drying_and_tingling_lips _slurred_speech _irritability _palpitations
Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking,,,,,,,,,,,,_joint_pain _neck_pain _knee_pain _hip_joint_pain _swelling_joints _painful_walking
Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking,,,,,,,,,,,,,_muscle_weakness _stiff_neck _swelling_joints _movement_stiffness _painful_walking
(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness,,,,,,,,,,,,_vomiting _headache _nausea _spinning_movements _loss_of_balance _unsteadiness
Acne, skin_rash, pus_filled_pimples, blackheads, scurring,,,,,,,,,,,,,,_skin_rash _pus_filled_pimples _blackheads _scurring
Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,,,,,,,,,,,,,,_burning_micturition _bladder_discomfort _foul_smell_of_urine _continuous_feel_of_urine
Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails,,,,,,,,,,,,_skin_rash _joint_pain _skin_peeling _silver_like_dusting _small_dents_in_nails _inflammatory_nails
